repository,analysis_date,loc,comments,stars,forks,age_years,releases,size_kb,open_issues,created_at,updated_at,cbo_mean,cbo_median,cbo_std,cbo_min,cbo_max,cbo_count,dit_mean,dit_median,dit_std,dit_min,dit_max,dit_count,lcom_mean,lcom_median,lcom_std,lcom_min,lcom_max,lcom_count,wmc_mean,wmc_median,wmc_std,wmc_min,wmc_max,wmc_count,loc_mean,loc_median,loc_std,loc_min,loc_max,loc_count,rfc_mean,rfc_median,rfc_std,rfc_min,rfc_max,rfc_count,noc_mean,noc_median,noc_std,noc_min,noc_max,noc_count
gocd/gocd,2025-09-18T22:32:41.626309,390517,69946,7297,976,11.76,30,413078,77,2013-12-13T05:26:16Z,2025-09-18T07:51:02Z,5.21965475800284,3.0,6.793797355164181,0.0,201.0,18306,1.4753632688735934,1.0,1.5262680182731654,1.0,70.0,18306,29.560690483994318,0.0,271.0226579630504,0.0,16290.0,18306,7.437397574565717,2.0,17.600695209911194,0.0,929.0,18306,41.059379438435485,12.0,105.62919389198184,1.0,5590.0,18306,8.118813503769257,2.0,15.59659888513841,0.0,327.0,18306,0.12356604392002622,0.0,0.8937090402371642,0.0,35.0,18306
